,Quarter,Consumption,Income,Production,Savings,Unemployment
0,1970 Q1,0.615986218,0.9722610429999999,-2.4527003119999997,4.810311502,0.9
1,1970 Q2,0.46037569,1.169084717,-0.551525087,7.287992337,0.5
2,1970 Q3,0.876791423,1.55327055,-0.35870786200000004,7.289013063,0.5
3,1970 Q4,-0.274245141,-0.255272381,-2.185454855,0.985229644,0.7
4,1971 Q1,1.897370758,1.9871536280000002,1.90973412,3.657770614,-0.1
5,1971 Q2,0.9119929090000001,1.447334175,0.901535843,6.051341804,-0.1
6,1971 Q3,0.794538845,0.531811929,0.308019416,-0.445832214,0.1
7,1971 Q4,1.6485874669999998,1.160125137,2.291304415,-1.53087186,0.0
8,1972 Q1,1.313722178,0.457011505,4.149573867,-4.35859438,-0.2
9,1972 Q2,1.891474954,1.016624409,1.89062398,-5.054525795,-0.1
10,1972 Q3,1.530714,1.9041012640000001,1.273352897,5.809959038,-0.2
11,1972 Q4,2.318294715,3.8902586610000003,3.4368920660000004,16.04471706,-0.3
12,1973 Q1,1.81073916,0.708252663,2.7990763569999997,-5.348868495,-0.3
13,1973 Q2,-0.041739961,0.79430954,0.8176886179999999,8.426034362000001,0.0
14,1973 Q3,0.354235565,0.433818275,0.868996932,2.758795652,-0.1
15,1973 Q4,-0.291632155,1.093809792,1.4729618690000001,11.14642986,0.1
16,1974 Q1,-0.877027936,-1.661684821,-0.882483578,-2.5335144869999997,0.2
17,1974 Q2,0.35113554799999996,-0.9383532090000001,0.074279194,-6.592644641000001,0.3
18,1974 Q3,0.409597702,0.094487794,-0.41314971,0.51717884,0.5
19,1974 Q4,-1.475808634,-0.122595985,-4.0641189319999995,11.3433954,1.3
20,1975 Q1,0.8322576159999999,-0.163695461,-6.851039124,-5.476190695,1.4
21,1975 Q2,1.65583461,4.536509557,-1.331295584,24.30960536,0.2
22,1975 Q3,1.419420294,-1.463765323,2.4243597230000002,-17.65616104,-0.4
23,1975 Q4,1.0543793190000001,0.7616635070000001,2.169042084,0.648090408,-0.2
24,1976 Q1,1.9799802359999998,1.168257614,3.027204713,-2.95006644,-0.6
25,1976 Q2,0.913916067,0.517299061,1.278811007,-1.474557549,0.0
26,1976 Q3,1.0553232559999999,0.733700255,1.303864873,-0.067544751,0.0
27,1976 Q4,1.298898253,0.594583387,1.775377653,-3.576722386,0.2
28,1977 Q1,1.136375865,-0.031080031,2.055160674,-9.160556577000001,-0.4
29,1977 Q2,0.549940731,1.238089553,3.058385074,9.090504035,-0.2
30,1977 Q3,0.949852624,1.518802926,1.103088875,7.944957186,-0.4
31,1977 Q4,1.49599724,1.9145624030000001,0.633468496,6.696276475,-0.4
32,1978 Q1,0.57549599,0.702666874,-0.29339056199999997,2.922963831,-0.1
33,1978 Q2,2.1112095980000003,0.9831413179999999,3.948152635,-6.811142586,-0.4
34,1978 Q3,0.417962788,0.719926198,0.871147014,4.792071621,0.1
35,1978 Q4,0.797927101,0.7855360490000001,1.784479911,2.371184004,0.0
36,1979 Q1,0.505845978,1.0575594640000001,0.42594327,7.774183367999999,-0.2
37,1979 Q2,-0.057753395,-0.8676510479999999,-0.20491943899999998,-5.286348956,-0.1
38,1979 Q3,0.9773001040000001,0.471003402,-0.29723637,-1.845496437,0.2
39,1979 Q4,0.268269822,0.44037974399999996,0.335609285,4.049598096,0.1
40,1980 Q1,-0.153918751,0.33827685799999996,0.410561413,5.861688643,0.3
41,1980 Q2,-2.2741101880000003,-1.4638850669999999,-4.300768323,8.243229185,1.3
42,1980 Q3,1.0718812340000001,1.2130150709999998,-1.641819766,5.707750442,-0.1
43,1980 Q4,1.316449412,1.942438646,3.780455204,9.150987872,-0.3
44,1981 Q1,0.5247277029999999,-0.268134056,0.24627686899999998,-5.681390022,0.2
45,1981 Q2,-0.01728203,-0.023630251,0.309775731,0.88183993,0.1
46,1981 Q3,0.401651498,2.026801832,0.9170744359999999,15.99035721,0.1
47,1981 Q4,-0.7528761970000001,0.195606284,-2.254577974,7.8055064970000005,0.9
48,1982 Q1,0.659383756,0.119698877,-2.071312935,-3.342439552,0.5
49,1982 Q2,0.36854173100000004,0.5754899689999999,-1.247663845,2.194001664,0.6
50,1982 Q3,0.769544638,0.5348440999999999,-1.4005043,0.034995626,0.5
51,1982 Q4,1.808760062,0.449383114,-1.90375664,-9.576514683,0.7
52,1983 Q1,0.968029536,0.855884249,1.146557199,0.34595460200000006,-0.5
53,1983 Q2,1.9594683080000002,0.706327192,2.179422483,-10.17004699,-0.2
54,1983 Q3,1.739494415,1.498109989,3.367718968,0.21217915899999998,-0.9
55,1983 Q4,1.563893321,2.131389109,2.581684451,8.216000679,-0.9
56,1984 Q1,0.845264424,2.02348788,2.8970954489999996,13.8691815,-0.5
57,1984 Q2,1.415044947,1.649211363,1.538213236,4.389002294,-0.6
58,1984 Q3,0.765466077,1.361638451,0.7212873959999999,6.516860886,0.1
59,1984 Q4,1.313800619,0.819273186,0.041155571,-2.875449305,0.0
60,1985 Q1,1.686553201,-0.238957592,0.323531587,-18.71008389,-0.1
61,1985 Q2,0.934369895,1.906779055,0.070209955,11.8287195,0.2
62,1985 Q3,1.90256675,-0.335362834,-0.14046924,-23.57393474,-0.3
63,1985 Q4,0.256565652,1.14181151,0.579788134,11.36628338,-0.1
64,1986 Q1,0.843042787,1.239511103,0.58132135,5.861268364,0.2
65,1986 Q2,1.111773898,1.319385489,-0.576417775,3.275517339,0.0
66,1986 Q3,1.7949940569999998,0.704771501,0.37249329200000003,-10.09044542,-0.2
67,1986 Q4,0.637684461,0.179779252,1.1373477790000002,-4.829201307,-0.4
68,1987 Q1,0.015693968,0.819733663,1.307582278,12.46424452,0.0
69,1987 Q2,1.377316859,-0.975057912,1.7500056330000002,-29.52866718,-0.4
70,1987 Q3,1.1522571240000001,1.80185055,1.8436619969999999,12.32810406,-0.3
71,1987 Q4,0.210164388,1.32743427,2.4064505819999997,16.63076101,-0.2
72,1988 Q1,1.763160259,1.448618751,0.9201312070000001,-0.968965055,0.0
73,1988 Q2,0.730537137,1.020848942,0.8731635320000001,5.677768665,-0.3
74,1988 Q3,0.8508323259999999,0.9582033590000001,0.38103667799999996,3.646498672,0.0
75,1988 Q4,1.1378983790000001,0.9620702390000001,0.7029202509999999,-0.197303583,-0.1
76,1989 Q1,0.46064152399999997,1.226930232,0.433726854,10.01461545,-0.3
77,1989 Q2,0.46937807600000003,-0.294890912,-0.366757317,-8.155765252,0.3
78,1989 Q3,0.9895014529999999,0.678228974,-0.6214212060000001,-2.486225541,0.0
79,1989 Q4,0.439427666,0.80025832,0.424433925,5.44681102,0.1
80,1990 Q1,0.855434173,0.839394835,0.68265169,2.875449305,-0.2
81,1990 Q2,0.312304512,0.595728478,0.7744654670000001,5.109516443,0.0
82,1990 Q3,0.40261313,0.03740765,0.41944799999999993,-3.1776724830000003,0.7
83,1990 Q4,-0.7591071629999999,-0.79479735,-1.573452965,-0.179533262,0.4
84,1991 Q1,-0.345350076,0.211832904,-1.914220279,6.493152566,0.5
85,1991 Q2,0.835642235,0.690433559,0.59131506,-0.309206149,0.1
86,1991 Q3,0.484398434,0.36205181299999994,1.362556445,-0.140864934,0.0
87,1991 Q4,-0.026265792000000003,0.851003244,0.21710308,11.341930099999999,0.4
88,1992 Q1,1.8599699930000002,2.124210667,-0.133653646,7.232651503,0.1
89,1992 Q2,0.6835437120000001,1.04095059,1.768747729,5.467086657,0.4
90,1992 Q3,1.076612141,0.435620406,0.761673884,-5.936460905,-0.2
91,1992 Q4,1.183723956,0.34210852,1.050245772,-5.886188559,-0.2
92,1993 Q1,0.378179361,0.558771864,0.879014712,2.634647035,-0.4
93,1993 Q2,0.893927288,0.176271033,0.21755107899999998,-6.916646752999999,0.0
94,1993 Q3,1.098137664,0.058688030999999995,0.401358914,-11.99337844,-0.3
95,1993 Q4,0.881220253,0.654963526,1.496182748,-1.837088702,-0.2
96,1994 Q1,1.14064791,0.698465785,1.222136562,-5.186006288,0.0
97,1994 Q2,0.771762246,1.053671655,1.782502746,5.156097508999999,-0.4
98,1994 Q3,0.7721436429999999,0.592473769,1.267180998,-2.422158983,-0.2
99,1994 Q4,1.070148048,1.381106606,2.043704038,6.323518979,-0.4
100,1995 Q1,0.264205052,0.948735276,1.025526009,10.11514398,-0.1
101,1995 Q2,0.8931114090000001,0.227806352,0.337856848,-10.60541172,0.2
102,1995 Q3,0.912647021,0.889570063,0.900438868,-0.115707274,0.0
103,1995 Q4,0.700254253,0.575919976,0.874672725,-2.907266861,0.0
104,1996 Q1,0.923609672,0.9525566329999999,0.6928519459999999,2.559339575,-0.1
105,1996 Q2,1.079978873,0.9516179109999999,2.111347525,-0.758021122,-0.2
106,1996 Q3,0.600557985,0.793697379,1.244186797,3.3384395239999995,-0.1
107,1996 Q4,0.782981223,0.520357459,1.3539689,-3.3384395239999995,0.2
108,1997 Q1,1.049492533,0.9985855229999999,1.8671469969999999,0.612693383,-0.2
109,1997 Q2,0.45219855299999995,0.85103564,1.487639219,6.175323221,-0.2
110,1997 Q3,1.696542639,1.183522219,2.28632066,-7.2279645189999995,-0.1
111,1997 Q4,1.1806279709999998,1.4232574169999999,2.480913406,5.434565647,-0.2
112,1998 Q1,1.026936255,2.107530518,1.10343775,19.35335228,0.0
113,1998 Q2,1.750693993,1.387671329,0.651222385,-4.81709478,-0.2
114,1998 Q3,1.305969774,1.014644275,0.725519551,-3.129839824,0.1
115,1998 Q4,1.4588861480000002,0.8089303240000001,1.444216739,-9.149234042,-0.2
116,1999 Q1,0.9482119109999999,0.891731745,1.103416632,1.887357182,-0.2
117,1999 Q2,1.4697141459999998,0.24722185300000002,0.985742612,-23.49652903,0.1
118,1999 Q3,1.129214355,0.667292262,0.902798808,-9.862648347999999,-0.1
119,1999 Q4,1.457488951,1.460922421,1.755332342,2.358252249,-0.2
120,2000 Q1,1.511067591,1.950613352,0.996820185,12.2868408,0.0
121,2000 Q2,0.955088776,1.0317434859999999,1.232938047,1.2800174770000001,0.0
122,2000 Q3,0.967976475,1.161786679,-0.102252679,2.573902292,-0.1
123,2000 Q4,0.886297381,0.337253432,-0.20388383300000001,-13.16296208,0.0
124,2001 Q1,0.421590863,0.8486582579999999,-1.351439108,13.22491995,0.4
125,2001 Q2,0.256899818,-0.088181483,-1.259544368,-6.890439157,0.2
126,2001 Q3,0.36381083700000005,2.336789199,-1.441017442,41.66826457,0.5
127,2001 Q4,1.5163032140000001,-1.244433525,-1.060136752,-56.75209674,0.7
128,2002 Q1,0.299582571,2.403314188,0.70916406,50.75796205,0.0
129,2002 Q2,0.508990316,0.505598766,1.5428095659999999,0.878618369,0.1
130,2002 Q3,0.696672411,-0.12828194099999998,0.594781431,-14.70397426,-0.1
131,2002 Q4,0.536343065,0.479419266,-0.05776556,1.5873349159999999,0.3
132,2003 Q1,0.438261691,0.27834026100000003,0.539227892,0.497448336,-0.1
133,2003 Q2,1.107190856,1.437294453,-0.69876172,7.008916247999999,0.4
134,2003 Q3,1.463778819,1.625449475,0.607273506,6.184131498999999,-0.2
135,2003 Q4,0.7733404559999999,0.403538639,1.005991257,-6.892747782000001,-0.4
136,2004 Q1,0.967685345,0.7265316159999999,0.657928057,-2.961520403,0.1
137,2004 Q2,0.647606074,0.9805674590000001,0.574617798,8.308856272,-0.2
138,2004 Q3,0.951171668,0.524501133,0.563300295,-8.993182856,-0.2
139,2004 Q4,1.020417017,1.2423870609999998,1.3852276319999999,6.2358501660000005,0.0
140,2005 Q1,0.761725559,-0.968270072,1.39435718,-42.28191228,-0.2
141,2005 Q2,1.081365878,0.788354672,0.5058636679999999,-18.27592893,-0.2
142,2005 Q3,0.7718649390000001,0.5113694910000001,-0.503058479,-7.876652292999999,0.0
143,2005 Q4,0.37591484700000005,0.8219184279999999,0.9336501,20.37236078,-0.1
144,2006 Q1,1.11522822,2.259044738,0.950578533,37.40653542,-0.2
145,2006 Q2,0.531005543,0.149878134,0.5963601,-12.34810568,-0.1
146,2006 Q3,0.582087468,0.284907219,0.335527731,-10.5527614,-0.1
147,2006 Q4,1.014343893,1.300591618,0.25603400800000004,6.0310008,-0.1
148,2007 Q1,0.524861836,0.653739931,0.917949565,6.60516929,0.0
149,2007 Q2,0.33874118700000005,0.19260870300000002,1.195942472,-7.236484517999999,0.2
150,2007 Q3,0.44391875299999994,0.262387319,0.223569092,-9.006745548,0.1
151,2007 Q4,0.125055845,0.083929375,0.164246315,2.328872376,0.3
152,2008 Q1,-0.20652548199999998,0.71926565,-0.42872571,29.83728599,0.1
153,2008 Q2,0.16783443,2.086937749,-1.412970216,46.43989041,0.5
154,2008 Q3,-0.7249944620000001,-2.3261186,-3.2634994460000004,-32.53252494,0.5
155,2008 Q4,-1.2106855840000001,0.6401953420000001,-4.354177411,36.3124049,1.2
156,2009 Q1,-0.343543699,-0.188888489,-5.750450746,0.9230601970000001,1.4
157,2009 Q2,-0.45174364100000003,0.708993682,-3.00372447,16.09059408,0.8
158,2009 Q3,0.604913319,-1.1034318,1.398804194,-24.49229966,0.3
159,2009 Q4,-0.011150137,-0.132131931,1.544006165,0.8482921990000001,0.1
160,2010 Q1,0.5348174,0.100949855,1.8800693069999999,-5.543990507999999,0.0
161,2010 Q2,0.810404062,1.292292588,2.054024788,11.65612884,-0.5
162,2010 Q3,0.64501881,0.496780984,1.4268367119999998,-0.352086089,0.1
163,2010 Q4,1.018338739,0.6949522920000001,0.37927209,-3.2733595810000002,-0.2
164,2011 Q1,0.5004131479999999,1.215715023,0.501740402,14.33860193,-0.3
165,2011 Q2,0.201419784,-0.15658108,0.21878696,-4.077051314,0.1
166,2011 Q3,0.43372599,0.52891255,1.011138664,2.722503997,-0.1
167,2011 Q4,0.335938954,0.060747192,0.851516915,-3.454477125,-0.5
168,2012 Q1,0.601089953,1.62204885,0.8865181679999999,17.625305100000002,-0.3
169,2012 Q2,0.16942956399999998,0.766895432,0.629235856,8.9694971,0.0
170,2012 Q3,0.26416034,-0.050714517,0.07880165900000001,-3.049221775,-0.4
171,2012 Q4,0.278771861,2.591066966,0.633055093,29.04670355,0.1
172,2013 Q1,0.468612916,-4.265250465,0.677132428,-68.78826698,-0.4
173,2013 Q2,0.205458025,0.58146541,0.307449609,7.816477285,0.0
174,2013 Q3,0.466417872,0.583289124,0.234408879,3.49400682,-0.3
175,2013 Q4,0.8391736670000001,0.214948957,0.79208722,-11.2766145,-0.5
176,2014 Q1,0.47345117700000006,1.1036948659999999,0.547091665,13.52020248,0.0
177,2014 Q2,0.933756976,1.293904923,1.338010744,8.244047697000001,-0.6
178,2014 Q3,0.916871775,0.998533963,0.6235273139999999,2.461952556,-0.2
179,2014 Q4,1.125332501,1.046418013,0.903554275,-1.5130502209999999,-0.3
180,2015 Q1,0.596240045,0.49040680200000003,-0.467108784,-0.758400168,-0.2
181,2015 Q2,0.7081438870000001,0.954959489,-0.697021615,5.023917728,-0.1
182,2015 Q3,0.664969559,0.8016626729999999,0.380606103,3.1809297639999996,-0.3
183,2015 Q4,0.561679779,0.740062599,-0.8455463759999999,3.482786015,0.0
184,2016 Q1,0.404682163,0.5190254,-0.41793048,2.236534053,0.0
185,2016 Q2,1.047707406,0.723720782,-0.203318828,-2.721501056,-0.1
186,2016 Q3,0.729597795,0.6447008089999999,0.47491844,-0.572857926,0.0
